individual	additiveSNPeff	recessiveSNPeff	domSNPeff	mutationType
Pa64	8829	3223	5606	missense_variant
Ma24	8747	4091	4656	missense_variant
Pa35	9028	3190	5838	missense_variant
Pa5	9022	4239	4783	missense_variant
Ma62	8715	3640	5075	missense_variant
Se04	10035	2601	7434	missense_variant
Pi83	8763	4125	4638	missense_variant
Pa52	8655	3979	4676	missense_variant
AA02	9715	2659	7056	missense_variant
Pa12	9080	3138	5942	missense_variant
Pa3	9071	4172	4899	missense_variant
Es93	8889	4199	4690	missense_variant
Gz30	10341	2677	7664	missense_variant
Pi98	8942	3627	5315	missense_variant
Es77	8348	3881	4467	missense_variant
Ma61	8799	4188	4611	missense_variant
Pi87	8818	4194	4624	missense_variant
Ma17	8821	4117	4704	missense_variant
VI06	14955	4050	10905	missense_variant
Pi42	9009	4261	4748	missense_variant
Ma81	8313	3801	4512	missense_variant
Pi84	8531	4061	4470	missense_variant
Gz13	10429	2806	7623	missense_variant
Es40	9023	3887	5136	missense_variant
Gs09	10234	2412	7822	missense_variant
Es39	8753	4004	4749	missense_variant
Ma15	8906	3959	4947	missense_variant
Pi77	8938	3944	4994	missense_variant
Pa33	9039	3236	5803	missense_variant
Ma47	8661	4118	4543	missense_variant
Es48	8633	4092	4541	missense_variant
Pa98	8874	4220	4654	missense_variant
Gf03	9793	2484	7309	missense_variant
VI01	14907	3972	10935	missense_variant
Ma40	8594	4033	4561	missense_variant
Es79	8639	3759	4880	missense_variant
Pi80	9034	4255	4779	missense_variant
GG01	9208	4336	4872	missense_variant
Pa1	8864	4217	4647	missense_variant
Es75	8545	4039	4506	missense_variant
Pi93	8295	3708	4587	missense_variant
Ma72	8844	4209	4635	missense_variant
Gf24	9722	2383	7339	missense_variant
Ma52	8387	3926	4461	missense_variant
AA03	9762	2857	6905	missense_variant
Gz28	10305	2556	7749	missense_variant
Pi97	8976	3701	5275	missense_variant
Es19	8525	3899	4626	missense_variant
Cc21	8187	3049	5138	missense_variant
TV02	9689	4531	5158	missense_variant
Pi55	8710	3988	4722	missense_variant
GR01	8233	3821	4412	missense_variant
Ma26	8948	3904	5044	missense_variant
Pi79	8434	3472	4962	missense_variant
Pa40	8530	3807	4723	missense_variant
Pi26	8988	3946	5042	missense_variant
Ma69	8995	3631	5364	missense_variant
Es99	8902	4090	4812	missense_variant
PB01	8918	4193	4725	missense_variant
Pa32	8586	3795	4791	missense_variant
Ma16	8707	4095	4612	missense_variant
Ma19	8777	4135	4642	missense_variant
Am05	10220	2321	7899	missense_variant
Es6	8890	3796	5094	missense_variant
AA01	9760	3933	5827	missense_variant
SV01	9770	4607	5163	missense_variant
Es85	9038	3315	5723	missense_variant
Pi62	8805	4131	4674	missense_variant
Es7	8856	3379	5477	missense_variant
Pa30	8658	4064	4594	missense_variant
Pa37	8417	3713	4704	missense_variant
Es68	8913	3650	5263	missense_variant
Pa94	9031	3211	5820	missense_variant
Mv21	10376	2841	7535	missense_variant
Pa57	8726	3860	4866	missense_variant
Ma87	8606	3850	4756	missense_variant
Se25	9935	2394	7541	missense_variant
GB03	8756	3889	4867	missense_variant
LC01	4765	1813	2952	missense_variant
Po04	10043	2516	7527	missense_variant
Ma45	8649	3714	4935	missense_variant
Gs19	10139	2371	7768	missense_variant
Pi21	8972	4080	4892	missense_variant
Br10	8283	3848	4435	missense_variant
RI01	9687	4584	5103	missense_variant
AA04	9753	3036	6717	missense_variant
Es71	8878	4118	4760	missense_variant
Pi72	8992	4098	4894	missense_variant
Pa29	9070	3172	5898	missense_variant
Ma3	8786	4127	4659	missense_variant
Am15	10319	2434	7885	missense_variant
AA05	9870	2990	6880	missense_variant
La01	8765	4118	4647	missense_variant
Pa23	8958	4110	4848	missense_variant
Pa88	8480	3872	4608	missense_variant
Ma29	8654	3685	4969	missense_variant
VI07	14914	4013	10901	missense_variant
Pi5	9025	4218	4807	missense_variant
Es12	8891	4201	4690	missense_variant
Ma10	8753	4093	4660	missense_variant
Ma4	8859	4093	4766	missense_variant
Ma85	8517	3996	4521	missense_variant
GB01	8747	3726	5021	missense_variant
Ma80	8085	3814	4271	missense_variant
Ma36	8542	4028	4514	missense_variant
Pa87	8313	3905	4408	missense_variant
Ma33	8587	3593	4994	missense_variant
Pa28	8953	3332	5621	missense_variant
PB03	8767	4138	4629	missense_variant
Am18	10021	2338	7683	missense_variant
PB02	8817	4137	4680	missense_variant
Es59	8599	3433	5166	missense_variant
Pa90	8921	4018	4903	missense_variant
Ma75	8718	3633	5085	missense_variant
GB02	8863	3175	5688	missense_variant
VI04	15605	3992	11613	missense_variant
CG01	10629	2920	7709	missense_variant
LC02	4741	2144	2597	missense_variant
Es63	8898	4196	4702	missense_variant
St10	10081	2747	7334	missense_variant
Es57	8781	4168	4613	missense_variant
Ma70	8153	3865	4288	missense_variant
Es20	8629	4050	4579	missense_variant
Es60	8866	3284	5582	missense_variant
Es46	8689	3911	4778	missense_variant
Es78	8857	4047	4810	missense_variant
Pa67	8984	3168	5816	missense_variant
Gf18	9884	2433	7451	missense_variant
Ma43	8483	3887	4596	missense_variant
Ca12	9976	2465	7511	missense_variant
Gs23	10286	2355	7931	missense_variant
RI02	9742	4605	5137	missense_variant
Ca19	9894	2937	6957	missense_variant
Pi18	8997	4118	4879	missense_variant
Pa72	8787	3091	5696	missense_variant
NU01	9691	4583	5108	missense_variant
Cc03	8298	3670	4628	missense_variant
Es52	8799	4046	4753	missense_variant
Pi12	8977	4066	4911	missense_variant
Es56	8632	4075	4557	missense_variant
Ma99	8741	4102	4639	missense_variant
Pi1	8777	4014	4763	missense_variant
Es36	8798	4113	4685	missense_variant
Pi86	9021	4245	4776	missense_variant
Pa48	8715	3806	4909	missense_variant
Ma9	8734	4075	4659	missense_variant
Pa36	8854	3194	5660	missense_variant
Ma88	8543	4015	4528	missense_variant
Es32	8614	4072	4542	missense_variant
WT01	9856	4628	5228	missense_variant
Es16	8900	3511	5389	missense_variant
Pi41	8829	4177	4652	missense_variant
AN02	4331	1296	3035	missense_variant
Pa77	9179	4315	4864	missense_variant
Pa68	8585	3354	5231	missense_variant
Br09	8158	3793	4365	missense_variant
Ma89	8928	4115	4813	missense_variant
Ma56	8730	4139	4591	missense_variant
Es41	8605	3874	4731	missense_variant
Pi20	8923	4206	4717	missense_variant
Es33	8825	3125	5700	missense_variant
Ma92	8655	3743	4912	missense_variant
Mv05	10320	2135	8185	missense_variant
Ma91	8478	3949	4529	missense_variant
Ma86	8514	3976	4538	missense_variant
St11	10176	2982	7194	missense_variant
Pi71	8805	3673	5132	missense_variant
Es50	8732	4119	4613	missense_variant
Es67	8751	3339	5412	missense_variant
Pa100	8900	3036	5864	missense_variant
La09	8879	4177	4702	missense_variant
Ma2	8836	3616	5220	missense_variant
Ma12	8819	4170	4649	missense_variant
Pa89	8890	3131	5759	missense_variant
Po14	9980	2813	7167	missense_variant
Pa61	8475	3640	4835	missense_variant
Pa60	8968	4245	4723	missense_variant
AN01	4427	2044	2383	missense_variant
Ma63	8514	4033	4481	missense_variant
Mv93	10542	2671	7871	missense_variant
Ma54	8545	3663	4882	missense_variant
Pi59	8902	4207	4695	missense_variant
Gz29	10456	2532	7924	missense_variant
Pi68	8496	3977	4519	missense_variant
Pi34	8887	4100	4787	missense_variant
Es44	8641	4016	4625	missense_variant
Es100	8396	3830	4566	missense_variant
Ma6	8904	3848	5056	missense_variant
Pa45	8970	3203	5767	missense_variant
Pa71	8784	3218	5566	missense_variant
Pi28	8985	4218	4767	missense_variant
Ma11	8879	3601	5278	missense_variant
Ga13	8899	3690	5209	missense_variant
Ga95	8831	3993	4838	missense_variant
Ma58	8492	3953	4539	missense_variant
Pi92	8833	4112	4721	missense_variant
Ma98	8812	3809	5003	missense_variant
Es17	8821	4114	4707	missense_variant
Se26	10084	2423	7661	missense_variant
Ma79	8586	4033	4553	missense_variant
Po12	9972	2529	7443	missense_variant
Mv10	10464	2414	8050	missense_variant
Ma38	8634	4036	4598	missense_variant
Pa47	8934	4121	4813	missense_variant
Ma60	8308	3941	4367	missense_variant
Pi7	8799	4042	4757	missense_variant
Pi60	8933	4228	4705	missense_variant
Cc07	8181	3618	4563	missense_variant
Ma37	8860	4161	4699	missense_variant
Ma82	8525	3771	4754	missense_variant
Pi27	8920	4197	4723	missense_variant
Ma27	8831	4167	4664	missense_variant
Pi82	8583	4070	4513	missense_variant
Ma93	7917	3726	4191	missense_variant
Pi81	8751	4012	4739	missense_variant
Ma18	8761	4108	4653	missense_variant
Am92	10310	2347	7963	missense_variant
Ma48	8761	4153	4608	missense_variant
Pi96	9015	4215	4800	missense_variant
St13	10075	2572	7503	missense_variant
Ma5	8874	4120	4754	missense_variant
Es76	8574	4060	4514	missense_variant
Ma49	8610	4016	4594	missense_variant
St06	10091	2755	7336	missense_variant
Ma51	8541	4035	4506	missense_variant
Gz23	10335	3240	7095	missense_variant
Ma50	8808	4123	4685	missense_variant
Pi36	8412	3970	4442	missense_variant
Pi3	8966	3959	5007	missense_variant
Ma53	8222	3845	4377	missense_variant
Ma13	8782	3709	5073	missense_variant
Br16	8075	3521	4554	missense_variant
Ma41	8724	3520	5204	missense_variant
Pa96	8964	3708	5256	missense_variant
Ca21	9943	3129	6814	missense_variant
Es8	8616	3867	4749	missense_variant
GE02	9703	4582	5121	missense_variant
Ma55	8438	3962	4476	missense_variant
Gz07	10322	3472	6850	missense_variant
Pa56	8374	3332	5042	missense_variant
Pa6	8983	3561	5422	missense_variant
Pa63	8539	3322	5217	missense_variant
Cc13	8090	3703	4387	missense_variant
Pa19	8855	3608	5247	missense_variant
Pi58	8614	4070	4544	missense_variant
Es55	8793	4160	4633	missense_variant
Pa27	9082	3332	5750	missense_variant
Ma57	8352	3946	4406	missense_variant
Am11	10211	2357	7854	missense_variant
TV01	9720	4592	5128	missense_variant
Pa14	8971	4193	4778	missense_variant
Cc06	8292	3813	4479	missense_variant
Pa13	9045	3332	5713	missense_variant
Pa24	9139	3313	5826	missense_variant
Br19	8150	3772	4378	missense_variant
Pi49	8446	4018	4428	missense_variant
Pi85	9018	4179	4839	missense_variant
Pa86	8780	4120	4660	missense_variant
Br21	8087	3774	4313	missense_variant
Pa26	8868	3756	5112	missense_variant
Se03	9792	2327	7465	missense_variant
Pi54	8932	4124	4808	missense_variant
GE01	9682	4568	5114	missense_variant
Pi51	8874	4184	4690	missense_variant
La05	8838	3948	4890	missense_variant
Pa53	8907	3822	5085	missense_variant
Ma32	8659	3989	4670	missense_variant
Es94	8940	4254	4686	missense_variant
Es42	8722	3531	5191	missense_variant
Es95	8610	3706	4904	missense_variant
Br17	8192	3453	4739	missense_variant
Ma14	8808	4090	4718	missense_variant
Ma73	8804	3839	4965	missense_variant
Es88	8886	4159	4727	missense_variant
Es92	8389	3218	5171	missense_variant
Es22	8904	4174	4730	missense_variant
Pi75	8725	3607	5118	missense_variant
Es90	8641	3997	4644	missense_variant
Pi11	9011	3558	5453	missense_variant
Es91	8838	4176	4662	missense_variant
Pa92	9008	3415	5593	missense_variant
Es98	8801	4146	4655	missense_variant
Po11	9914	2640	7274	missense_variant
Gs03	10130	2436	7694	missense_variant
Cc19	8105	3692	4413	missense_variant
Es21	8764	4162	4602	missense_variant
Ma65	8436	3781	4655	missense_variant
Es14	8787	4196	4591	missense_variant
Pa31	8945	3107	5838	missense_variant
Es13	8871	4224	4647	missense_variant
Ca04	10069	2960	7109	missense_variant
Pi39	8895	3625	5270	missense_variant
Ma22	8633	3747	4886	missense_variant
Pi31	8676	4114	4562	missense_variant
St03	10040	2508	7532	missense_variant
Pi33	8787	3588	5199	missense_variant
Pi29	8922	3835	5087	missense_variant
Ma31	8539	4047	4492	missense_variant
Pa78	8596	3924	4672	missense_variant
Es64	8456	4041	4415	missense_variant
Pi94	8995	4143	4852	missense_variant
La19	8790	4184	4606	missense_variant
Pi14	8979	3644	5335	missense_variant
Ma35	8797	4154	4643	missense_variant
St14	10073	2598	7475	missense_variant
Se27	10037	2507	7530	missense_variant
Ma21	8829	4004	4825	missense_variant
Pi2	8644	4071	4573	missense_variant
Ma34	8608	3838	4770	missense_variant
Gz19	10356	2610	7746	missense_variant
Pi57	8546	3623	4923	missense_variant
Cc15	8099	3644	4455	missense_variant
Pi56	8691	4036	4655	missense_variant
Es3	8814	4211	4603	missense_variant
Es24	8419	3984	4435	missense_variant
Pi19	8947	3560	5387	missense_variant
Es35	8512	3896	4616	missense_variant
Cc04	8392	3551	4841	missense_variant
Pi74	8635	3694	4941	missense_variant
Es34	8841	4154	4687	missense_variant
Pa74	8580	3933	4647	missense_variant
Pa42	8694	3708	4986	missense_variant
Pa75	8818	3829	4989	missense_variant
Pa16	8992	4214	4778	missense_variant
Pi15	8873	4207	4666	missense_variant
Ma20	8825	3968	4857	missense_variant
Pa65	8801	3999	4802	missense_variant
Ma83	8794	3937	4857	missense_variant
Ma8	8855	3465	5390	missense_variant
Ma78	8336	3958	4378	missense_variant
Am02	10310	2347	7963	missense_variant
Ga91	8660	4119	4541	missense_variant
St02	9966	2707	7259	missense_variant
St05	10010	2799	7211	missense_variant
Pi43	8905	3481	5424	missense_variant
St16	10182	3056	7126	missense_variant
Po15	9991	2785	7206	missense_variant
Am04	10293	2455	7838	missense_variant
Am07	10237	2409	7828	missense_variant
Am09	9135	2725	6410	missense_variant
Pa2	8810	3518	5292	missense_variant
Es49	8690	3727	4963	missense_variant
Am10	10125	2332	7793	missense_variant
Es23	8832	4156	4676	missense_variant
Am12	10238	2603	7635	missense_variant
Am13	10218	2373	7845	missense_variant
Pa20	8659	3293	5366	missense_variant
Am16	9249	2837	6412	missense_variant
Br12	8263	3828	4435	missense_variant
Ga14	9046	3325	5721	missense_variant
Ga12	8870	3035	5835	missense_variant
Br14	8153	3806	4347	missense_variant
Ma23	8730	4020	4710	missense_variant
Cc08	8106	3490	4616	missense_variant
Am03	10180	2564	7616	missense_variant
Br15	8175	3806	4369	missense_variant
La11	8759	4124	4635	missense_variant
Cc11	8211	2873	5338	missense_variant
Pi13	8886	4223	4663	missense_variant
Br20	8131	3798	4333	missense_variant
Ma77	8437	3972	4465	missense_variant
Br23	8008	3745	4263	missense_variant
Es53	8808	3266	5542	missense_variant
Mv14	10546	2624	7922	missense_variant
Ca02	10114	2871	7243	missense_variant
Ca16	9939	2892	7047	missense_variant
Es43	8658	4098	4560	missense_variant
Cc02	8050	3530	4520	missense_variant
VI08	14890	4052	10838	missense_variant
Cc09	8240	2655	5585	missense_variant
Ca03	10016	2813	7203	missense_variant
Cc10	8166	3691	4475	missense_variant
Am14	10156	2326	7830	missense_variant
Cc12	8071	3266	4805	missense_variant
Cc17	8134	3239	4895	missense_variant
St12	227	70	157	missense_variant&splice_region_variant
St09	234	76	158	missense_variant&splice_region_variant
St07	232	68	164	missense_variant&splice_region_variant
St04	238	69	169	missense_variant&splice_region_variant
St01	243	63	180	missense_variant&splice_region_variant
Se23	237	62	175	missense_variant&splice_region_variant
Se18	238	62	176	missense_variant&splice_region_variant
Se16	228	54	174	missense_variant&splice_region_variant
Se13	231	58	173	missense_variant&splice_region_variant
Se08	230	59	171	missense_variant&splice_region_variant
Se07	205	53	152	missense_variant&splice_region_variant
Se06	233	61	172	missense_variant&splice_region_variant
Se02	225	52	173	missense_variant&splice_region_variant
Se01	240	60	180	missense_variant&splice_region_variant
Po18	231	57	174	missense_variant&splice_region_variant
Po16	217	56	161	missense_variant&splice_region_variant
Po13	216	58	158	missense_variant&splice_region_variant
Po10	234	64	170	missense_variant&splice_region_variant
Po08	221	63	158	missense_variant&splice_region_variant
Po05	206	48	158	missense_variant&splice_region_variant
Po03	218	61	157	missense_variant&splice_region_variant
Po01	236	64	172	missense_variant&splice_region_variant
Mv24	223	53	170	missense_variant&splice_region_variant
Mv19	234	49	185	missense_variant&splice_region_variant
Mv16	230	52	178	missense_variant&splice_region_variant
Mv12	244	77	167	missense_variant&splice_region_variant
Mv11	236	59	177	missense_variant&splice_region_variant
Mv08	239	64	175	missense_variant&splice_region_variant
Mv07	268	60	208	missense_variant&splice_region_variant
Mv06	229	58	171	missense_variant&splice_region_variant
Se20	223	51	172	missense_variant&splice_region_variant
Mv04	242	51	191	missense_variant&splice_region_variant
Mv03	225	44	181	missense_variant&splice_region_variant
La17	233	115	118	missense_variant&splice_region_variant
La16	226	112	114	missense_variant&splice_region_variant
La15	225	105	120	missense_variant&splice_region_variant
La14	227	110	117	missense_variant&splice_region_variant
La10	234	110	124	missense_variant&splice_region_variant
La07	228	110	118	missense_variant&splice_region_variant
La06	234	112	122	missense_variant&splice_region_variant
Po02	221	70	151	missense_variant&splice_region_variant
La04	227	95	132	missense_variant&splice_region_variant
La02	234	100	134	missense_variant&splice_region_variant
Gz31	229	71	158	missense_variant&splice_region_variant
Gz24	220	92	128	missense_variant&splice_region_variant
Gz17	226	65	161	missense_variant&splice_region_variant
Gz14	241	58	183	missense_variant&splice_region_variant
Gz12	232	64	168	missense_variant&splice_region_variant
Gz03	229	71	158	missense_variant&splice_region_variant
St08	231	78	153	missense_variant&splice_region_variant
Gs25	199	59	140	missense_variant&splice_region_variant
Gs24	239	61	178	missense_variant&splice_region_variant
Gs21	213	49	164	missense_variant&splice_region_variant
Gs12	202	46	156	missense_variant&splice_region_variant
Gs11	211	48	163	missense_variant&splice_region_variant
Gs06	222	56	166	missense_variant&splice_region_variant
Gs05	206	56	150	missense_variant&splice_region_variant
Se22	218	56	162	missense_variant&splice_region_variant
Po07	214	57	157	missense_variant&splice_region_variant
Gs04	226	51	175	missense_variant&splice_region_variant
Gs02	220	54	166	missense_variant&splice_region_variant
Gf21	227	61	166	missense_variant&splice_region_variant
Gf15	222	62	160	missense_variant&splice_region_variant
Gf06	212	55	157	missense_variant&splice_region_variant
Ga15	205	94	111	missense_variant&splice_region_variant
Ga11	209	86	123	missense_variant&splice_region_variant
Mv13	241	65	176	missense_variant&splice_region_variant
Ga10	209	76	133	missense_variant&splice_region_variant
Ga09	216	94	122	missense_variant&splice_region_variant
Ga08	218	81	137	missense_variant&splice_region_variant
Ga06	224	98	126	missense_variant&splice_region_variant
Ga05	216	85	131	missense_variant&splice_region_variant
Ga04	204	97	107	missense_variant&splice_region_variant
Ga03	203	82	121	missense_variant&splice_region_variant
Ga02	223	86	137	missense_variant&splice_region_variant
Gs22	255	79	176	missense_variant&splice_region_variant
Ga01	191	93	98	missense_variant&splice_region_variant
Cc22	178	84	94	missense_variant&splice_region_variant
Cc20	178	76	102	missense_variant&splice_region_variant
Pi67	236	113	123	missense_variant&splice_region_variant
Ma59	214	101	113	missense_variant&splice_region_variant
Ma96	216	103	113	missense_variant&splice_region_variant
Pa69	237	99	138	missense_variant&splice_region_variant
La18	210	99	111	missense_variant&splice_region_variant
Pa66	243	111	132	missense_variant&splice_region_variant
Gz04	223	64	159	missense_variant&splice_region_variant
Ma42	240	114	126	missense_variant&splice_region_variant
Pi88	235	114	121	missense_variant&splice_region_variant
Pa11	250	109	141	missense_variant&splice_region_variant
Pa58	233	103	130	missense_variant&splice_region_variant
Pa91	236	92	144	missense_variant&splice_region_variant
Pa76	223	83	140	missense_variant&splice_region_variant
GR03	212	98	114	missense_variant&splice_region_variant
Ma30	215	104	111	missense_variant&splice_region_variant
Pi44	252	119	133	missense_variant&splice_region_variant
Ma71	241	110	131	missense_variant&splice_region_variant
Es72	228	95	133	missense_variant&splice_region_variant
Am06	217	52	165	missense_variant&splice_region_variant
Br13	164	75	89	missense_variant&splice_region_variant
Ma95	220	99	121	missense_variant&splice_region_variant
Ga07	217	90	127	missense_variant&splice_region_variant
Ma100	228	108	120	missense_variant&splice_region_variant
Gs15	225	51	174	missense_variant&splice_region_variant
Es73	221	104	117	missense_variant&splice_region_variant
Mv23	233	58	175	missense_variant&splice_region_variant
Ma76	232	102	130	missense_variant&splice_region_variant
Gz26	218	61	157	missense_variant&splice_region_variant
Pi78	233	107	126	missense_variant&splice_region_variant
Es9	242	110	132	missense_variant&splice_region_variant
Ma94	215	102	113	missense_variant&splice_region_variant
Pa49	241	107	134	missense_variant&splice_region_variant
GB04	182	87	95	missense_variant&splice_region_variant
Pa43	227	96	131	missense_variant&splice_region_variant
Pa46	230	94	136	missense_variant&splice_region_variant
Ca06	245	84	161	missense_variant&splice_region_variant
Pi52	240	115	125	missense_variant&splice_region_variant
Se12	243	64	179	missense_variant&splice_region_variant
Es65-1	235	86	149	missense_variant&splice_region_variant
Ma74	217	101	116	missense_variant&splice_region_variant
Gf10	246	67	179	missense_variant&splice_region_variant
Gf02	224	62	162	missense_variant&splice_region_variant
Ma46	225	106	119	missense_variant&splice_region_variant
Ma90	228	106	122	missense_variant&splice_region_variant
Pi76	228	107	121	missense_variant&splice_region_variant
Gz21	227	64	163	missense_variant&splice_region_variant
Gs17	175	58	117	missense_variant&splice_region_variant
Am08	236	61	175	missense_variant&splice_region_variant
Pi73	215	102	113	missense_variant&splice_region_variant
Es25	242	108	134	missense_variant&splice_region_variant
Pa84	247	113	134	missense_variant&splice_region_variant
Es83	256	100	156	missense_variant&splice_region_variant
Pa85	243	117	126	missense_variant&splice_region_variant
Pi65	210	100	110	missense_variant&splice_region_variant
Ma67	208	98	110	missense_variant&splice_region_variant
Pa55	235	105	130	missense_variant&splice_region_variant
Pa51	256	121	135	missense_variant&splice_region_variant
Ma68	233	111	122	missense_variant&splice_region_variant
Ma44	215	102	113	missense_variant&splice_region_variant
Ma66	214	97	117	missense_variant&splice_region_variant
Es81	234	99	135	missense_variant&splice_region_variant
Es82	244	113	131	missense_variant&splice_region_variant
La08	233	114	119	missense_variant&splice_region_variant
GR02	200	79	121	missense_variant&splice_region_variant
Es84	225	108	117	missense_variant&splice_region_variant
Es66	232	99	133	missense_variant&splice_region_variant
Se24	232	63	169	missense_variant&splice_region_variant
Es86	214	100	114	missense_variant&splice_region_variant
Cc01	182	87	95	missense_variant&splice_region_variant
Am17	247	57	190	missense_variant&splice_region_variant
Ma39	210	100	110	missense_variant&splice_region_variant
Pi89	232	110	122	missense_variant&splice_region_variant
NU02	241	114	127	missense_variant&splice_region_variant
Po06	212	63	149	missense_variant&splice_region_variant
Es38	240	109	131	missense_variant&splice_region_variant
Ma84	232	96	136	missense_variant&splice_region_variant
Pi90	228	102	126	missense_variant&splice_region_variant
Pa64	233	88	145	missense_variant&splice_region_variant
Ma24	229	107	122	missense_variant&splice_region_variant
Pa35	253	90	163	missense_variant&splice_region_variant
Pa5	254	122	132	missense_variant&splice_region_variant
Ma62	219	98	121	missense_variant&splice_region_variant
Se04	249	56	193	missense_variant&splice_region_variant
Pi83	225	104	121	missense_variant&splice_region_variant
Pa52	214	98	116	missense_variant&splice_region_variant
AA02	251	72	179	missense_variant&splice_region_variant
Pa12	230	86	144	missense_variant&splice_region_variant
Pa3	244	117	127	missense_variant&splice_region_variant
Es93	239	114	125	missense_variant&splice_region_variant
Gz30	235	63	172	missense_variant&splice_region_variant
Pi98	241	102	139	missense_variant&splice_region_variant
Es77	195	91	104	missense_variant&splice_region_variant
Ma61	253	121	132	missense_variant&splice_region_variant
Pi87	244	116	128	missense_variant&splice_region_variant
Ma17	229	107	122	missense_variant&splice_region_variant
VI06	336	85	251	missense_variant&splice_region_variant
Pi42	244	114	130	missense_variant&splice_region_variant
Ma81	219	105	114	missense_variant&splice_region_variant
Pi84	221	104	117	missense_variant&splice_region_variant
Gz13	228	57	171	missense_variant&splice_region_variant
Es40	228	102	126	missense_variant&splice_region_variant
Gs09	211	55	156	missense_variant&splice_region_variant
Es39	209	94	115	missense_variant&splice_region_variant
Ma15	238	106	132	missense_variant&splice_region_variant
Pi77	236	105	131	missense_variant&splice_region_variant
Pa33	239	92	147	missense_variant&splice_region_variant
Ma47	225	105	120	missense_variant&splice_region_variant
Es48	239	114	125	missense_variant&splice_region_variant
Pa98	230	110	120	missense_variant&splice_region_variant
Gf03	210	55	155	missense_variant&splice_region_variant
VI01	316	81	235	missense_variant&splice_region_variant
Ma40	228	109	119	missense_variant&splice_region_variant
Es79	221	101	120	missense_variant&splice_region_variant
Pi80	240	113	127	missense_variant&splice_region_variant
GG01	244	115	129	missense_variant&splice_region_variant
Pa1	268	126	142	missense_variant&splice_region_variant
Es75	233	109	124	missense_variant&splice_region_variant
Pi93	220	98	122	missense_variant&splice_region_variant
Ma72	234	111	123	missense_variant&splice_region_variant
Gf24	210	51	159	missense_variant&splice_region_variant
Ma52	212	100	112	missense_variant&splice_region_variant
AA03	245	75	170	missense_variant&splice_region_variant
Gz28	220	52	168	missense_variant&splice_region_variant
Pi97	235	101	134	missense_variant&splice_region_variant
Es19	214	99	115	missense_variant&splice_region_variant
Cc21	207	75	132	missense_variant&splice_region_variant
TV02	234	108	126	missense_variant&splice_region_variant
Pi55	229	107	122	missense_variant&splice_region_variant
GR01	191	91	100	missense_variant&splice_region_variant
Ma26	247	110	137	missense_variant&splice_region_variant
Pi79	233	96	137	missense_variant&splice_region_variant
Pa40	239	112	127	missense_variant&splice_region_variant
Pi26	233	103	130	missense_variant&splice_region_variant
Ma69	240	99	141	missense_variant&splice_region_variant
Es99	250	115	135	missense_variant&splice_region_variant
PB01	217	103	114	missense_variant&splice_region_variant
Pa32	247	113	134	missense_variant&splice_region_variant
Ma16	249	114	135	missense_variant&splice_region_variant
Ma19	234	110	124	missense_variant&splice_region_variant
Am05	220	59	161	missense_variant&splice_region_variant
Es6	236	104	132	missense_variant&splice_region_variant
AA01	223	94	129	missense_variant&splice_region_variant
SV01	246	116	130	missense_variant&splice_region_variant
Es85	241	93	148	missense_variant&splice_region_variant
Pi62	223	109	114	missense_variant&splice_region_variant
Es7	239	97	142	missense_variant&splice_region_variant
Pa30	232	111	121	missense_variant&splice_region_variant
Pa37	232	105	127	missense_variant&splice_region_variant
Es68	240	101	139	missense_variant&splice_region_variant
Pa94	247	88	159	missense_variant&splice_region_variant
Mv21	221	57	164	missense_variant&splice_region_variant
Pa57	226	95	131	missense_variant&splice_region_variant
Ma87	221	103	118	missense_variant&splice_region_variant
Se25	223	62	161	missense_variant&splice_region_variant
GB03	201	91	110	missense_variant&splice_region_variant
LC01	106	42	64	missense_variant&splice_region_variant
Po04	227	58	169	missense_variant&splice_region_variant
Ma45	227	99	128	missense_variant&splice_region_variant
Gs19	212	44	168	missense_variant&splice_region_variant
Pi21	232	107	125	missense_variant&splice_region_variant
Br10	175	80	95	missense_variant&splice_region_variant
RI01	235	111	124	missense_variant&splice_region_variant
AA04	238	78	160	missense_variant&splice_region_variant
Es71	245	116	129	missense_variant&splice_region_variant
Pi72	247	112	135	missense_variant&splice_region_variant
Pa29	243	92	151	missense_variant&splice_region_variant
Ma3	229	107	122	missense_variant&splice_region_variant
Am15	212	53	159	missense_variant&splice_region_variant
AA05	231	78	153	missense_variant&splice_region_variant
La01	243	118	125	missense_variant&splice_region_variant
Pa23	222	105	117	missense_variant&splice_region_variant
Pa88	227	105	122	missense_variant&splice_region_variant
Ma29	215	93	122	missense_variant&splice_region_variant
VI07	338	91	247	missense_variant&splice_region_variant
Pi5	234	113	121	missense_variant&splice_region_variant
Es12	246	116	130	missense_variant&splice_region_variant
Ma10	230	108	122	missense_variant&splice_region_variant
Ma4	245	114	131	missense_variant&splice_region_variant
Ma85	212	100	112	missense_variant&splice_region_variant
GB01	229	103	126	missense_variant&splice_region_variant
Ma80	203	97	106	missense_variant&splice_region_variant
Ma36	239	113	126	missense_variant&splice_region_variant
Pa87	212	99	113	missense_variant&splice_region_variant
Ma33	235	102	133	missense_variant&splice_region_variant
Pa28	230	86	144	missense_variant&splice_region_variant
PB03	202	96	106	missense_variant&splice_region_variant
Am18	221	57	164	missense_variant&splice_region_variant
PB02	209	95	114	missense_variant&splice_region_variant
Es59	247	103	144	missense_variant&splice_region_variant
Pa90	235	108	127	missense_variant&splice_region_variant
